2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.0,0.9415547260013676,177.28964674809646,88.08500650935466
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.01,0.941554726001376,177.2896467478068,88.08500650921069
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.025,0.9415547260013899,140.76801066300115,69.90545263766874
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.05,0.941554726001425,177.28964674588997,88.08500650825837
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.075,0.941554726001476,177.2896467438677,88.08500650725364
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.1,0.9415547260015457,177.28964674099106,88.08500650582445
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.125,0.9415547260016387,177.2896467370496,88.0850065038662
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.15,0.9415547260017585,177.28964673180954,88.08500650126263
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.175,0.9415547260019088,177.28964672501368,88.0850064978862
2.0,2.0,8.0,0.6,0.01,3.0,1.0,0.2,0.941554726002093,177.289646716382,88.08500649359769
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.0,0.5854375637458719,46.14259184718675,237.99891683525297
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.01,0.5854375637461071,46.14259185118772,237.9989168305288
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.025,0.5854375637466336,46.14259189302273,237.99891677937885
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.05,0.585437563748131,46.14259371069999,237.99891445171596
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.075,0.5854375637506779,46.14266649051652,237.99881790694536
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.1,0.585437563754613,46.1455309035242,237.99505214654502
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.125,0.5854375637603715,46.14091718469434,237.9346594363601
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.15,0.5854375637682125,46.122485636054556,237.85753698943515
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.175,0.5854375637787825,46.10957612816485,237.85413704066036
1.0,1.0,2.0,0.7,0.2,5.0,2.0,0.2,0.5854375637925116,46.13193173429363,237.8657284391943
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.0,0.8382730692589042,122.6814103170986,60.85919300352678
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.01,0.8382730692607778,122.68076310614232,60.859758077485075
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.025,0.8382730692647132,122.69186677873208,60.862123720058634
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.05,0.8382730692737512,122.6979504478752,60.865181715449864
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.075,0.8382730692861685,122.69284910305846,60.86478096531292
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.1,0.8382730693024902,122.69174161299182,60.86402528318544
2.0,1.0,0.5,0.2,0.01,3.0,1.0,0.125,0.838273069323311,122.68520760013365,60.863288953153905
