0.025,0.25,0.1,3.9522967791822277,0.9255907692480217,0.013336632651638643
0.025,0.25,0.6,3.9522967791822277,0.8613233656762499,0.07364489914740423
0.025,0.25,1.1,3.9860770935342127,0.8166141157347321,0.1247960851786185
0.025,0.75,0.1,3.9860770935342127,0.8904084392741037,0.03477304362681677
0.025,0.75,0.6,4.002967250710205,0.7476935356990323,0.1730415287516307
0.025,0.75,1.1,4.154978665294137,0.6750669339438093,0.2684866585309348
0.025,1.25,0.1,4.019857407886198,0.8516526472406594,0.05017768105935328
0.025,1.25,0.6,4.10430819376616,0.6589178444701309,0.24299034984708734
0.025,1.25,1.1,4.3745507085820385,0.5741642010037947,0.36196133255614166
0.025,1.75,0.1,4.019857407886198,0.8113359940866995,0.06190546303107714
0.025,1.75,0.6,4.222539293998107,0.5869487378913008,0.29993957305627894
0.025,1.75,1.1,4.611012909045932,0.4912260616557419,0.4332781197628459
0.05,0.25,0.1,3.766505050246311,0.9281809684037492,0.01320083442796716
0.05,0.25,0.6,3.766505050246311,0.8723419333181582,0.07288304284797488
0.05,0.25,1.1,3.800285364598296,0.8332550238228051,0.12348961975059769
0.05,0.75,0.1,3.800285364598296,0.8981422736996796,0.03436094064683947
0.05,0.75,0.6,3.8509558361262735,0.7741542545510607,0.17090864309995377
0.05,0.75,1.1,3.9691869363582204,0.7101330444190159,0.26512532986959836
0.05,1.25,0.1,3.8340656789502807,0.8653006931225675,0.04938869094114185
0.05,1.25,0.6,3.918516464830243,0.6969353866861236,0.23913642724870987
0.05,1.25,1.1,4.171868822470129,0.6230916464988353,0.35634358540475214
0.05,1.75,0.1,3.8509558361262735,0.8311517775077581,0.06066643367689073
0.05,1.75,0.6,4.03674756506219,0.6354251758037287,0.29416504956411815
0.05,1.75,1.1,4.391440865758031,0.5537282078207019,0.4254934603361188
0.1,0.25,0.1,3.4624822210784476,0.9312914571019097,0.012976889262301897
0.1,0.25,0.6,3.47937237825444,0.8877229943374555,0.0716069537406351
0.1,0.25,1.1,3.5300428497824172,0.8573352908882966,0.12127724754717117
0.1,0.75,0.1,3.496262535430432,0.9082518187107309,0.03367362599191403
0.1,0.75,0.6,3.563823164134402,0.8102635837176672,0.16728475406210405
0.1,0.75,1.1,3.682054264366349,0.7595509043351983,0.2592906328712551
0.1,1.25,0.1,3.5300428497824172,0.8834489244530943,0.048058189451330995
0.1,1.25,0.6,3.631383792838372,0.749348577726939,0.23246983508746208
0.1,1.25,1.1,3.8678459933022658,0.6933874889219918,0.34652920274378146
0.1,1.75,0.1,3.5469330069584095,0.8576451793285871,0.058577398028023316
0.1,1.75,0.6,3.715834578718334,0.7025923517909114,0.2841451820965859
0.1,1.75,1.1,4.070527879414175,0.6425714662913591,0.41185550728994413
