g_,p_,micro_,macro_
1.6018234566874108,0.25,WW,aW
1.5097051782821904,0.25,WW,aW
5.1710811201879485,0.5625,H1W,aF1
2.5008036218821315,0.375,F1W,aW
-0.4445346560191477,0.0,WW,aW
1.2852685966849826,0.1875,WW,aW
2.986314236287134,0.5,F1F1,aW
0.5392310541875668,0.0,WW,aW
3.7407728619261564,0.375,F1W,aW
1.380761421742137,0.125,WW,aW
3.0919626483801776,0.5,H1W,aF1
1.9106768828587413,0.125,WW,aW
1.2740961096376076,0.125,WW,aW
1.427128074217048,0.1875,WW,aW
1.5820518882787105,0.1875,WW,aW
1.7568953101019789,0.1875,WW,aW
2.72459460397428,0.375,WW,aW
4.668892175956692,0.5625,H1W,aF1
2.1352874611123562,0.4375,F1W,aW
3.7893935452186223,0.5,H1W,aF1
4.7727184505633495,0.75,H1F1,aF1
1.551912163043427,0.25,F1W,aW
2.1014819267518003,0.25,WW,aW
1.2607743670956222,0.25,WW,aW
-1.074523487688439,0.0625,WW,aW
3.177866665997025,0.5,F1F1,aW
4.495169700313877,0.5,H1W,aF1
1.7188437077865186,0.25,WW,aW
5.395991105395642,0.8125,H1F1,aF1
1.5356082268542768,0.25,WW,aW
0.4247334325793657,0.125,WW,aW
2.9387137299744275,0.4375,F1W,aW
2.2316136477679622,0.375,F1W,aW
-1.2733190696747316,0.125,WW,aW
3.521243494380638,0.5625,H1W,aF1
2.137742756220761,0.3125,WW,aW
2.0913654219393663,0.25,WW,aW
0.6272963704721215,0.125,WW,aW
1.0906283188207013,0.125,WW,aW
3.204820633861532,0.5,H1W,aF1
2.2081326028898545,0.375,F1W,aW
0.3891304380222837,0.0,WW,aW
0.10289611788299877,0.0625,WW,aW
0.678428963857236,0.0,WW,aW
2.8516116296654417,0.5,H1W,aF1
2.4861629243502965,0.5,H1W,aF1
1.21810319505901,0.0625,WW,aW
1.9061259416395602,0.3125,F1W,aW
0.8543113900804571,0.0625,WW,aW
0.9640513589200989,0.1875,WW,aW
0.7917818102678964,0.0625,WW,aW
3.1204874037349453,0.5,F1W,aW
4.227469400628655,0.5,H1W,aF1
0.07728142409657965,0.0625,WW,aW
3.7729565918559995,0.5,H1W,aF1
-0.4362851200638903,0.0625,WW,aW
1.7322060052650399,0.25,WW,aW
2.9608330646906396,0.5,H1W,aF1
0.2809451272388689,0.125,WW,aW
3.4906826751557385,0.5,H1W,aF1
3.886781748282438,0.5,H1W,aF1
1.7267824499250881,0.25,WW,aW
2.771709897021772,0.25,WW,aW
1.7339052675654447,0.3125,F1W,aW
3.1710484028256385,0.5,H1W,aF1
5.444768561624829,0.75,H1F1,aF1
2.470030399434984,0.375,F1W,aW
0.694755059298074,0.3125,F1W,aW
0.8626766786377081,0.1875,WW,aW
3.645565659863846,0.5,H1W,aF1
2.239711043178877,0.25,WW,aW
1.8623545089919655,0.25,F1W,aW
0.9474066951597169,0.125,WW,aW
1.3051038190330506,0.25,F1W,aW
-0.13608345888093537,0.125,WW,aW
0.9507710563702172,0.25,WW,aW
4.13950580605137,0.5625,F1F1,aW
1.7452078028823217,0.3125,WW,aW
-0.30259533109363734,0.0625,WW,aW
3.7080421850781584,0.5,H1W,aF1
3.4175417368778627,0.5,F1W,aW
1.5645802729470006,0.125,WW,aW
0.7456673680958831,0.1875,WW,aW
1.730475356798138,0.25,WW,aW
1.819397731501935,0.375,F1W,aW
2.2433736611300725,0.375,F1W,aW
1.131422955091157,0.25,F1W,aW
7.600883168538596,1.0,H1H1,aH
5.304877520029099,0.75,H1F1,aF1
3.5712447976542183,0.5625,F1W,aW
2.2677987884200173,0.25,F1W,aW
1.812806750854034,0.375,F1W,aW
2.1478747978556876,0.25,F1W,aW
0.26752789164123975,0.125,WW,aW
0.48872282271612155,0.0625,WW,aW
-0.2106961822593308,0.125,WW,aW
3.863511580885274,0.5,H1W,aF1
1.9016430559198796,0.125,WW,aW
2.78448624012783,0.3125,F1W,aW
3.9761094207346392,0.5,F1W,aW
3.435998096604817,0.5625,H1W,aF1
1.8011366576696493,0.25,WW,aW
0.5407299748807961,0.125,WW,aW
2.53559130511262,0.3125,F1W,aW
3.0324939901706616,0.5,H1W,aF1
0.6215115710287729,0.0,WW,aW
2.108315593597277,0.3125,F1W,aW
1.4217399242750672,0.1875,WW,aW
4.759941441882578,0.625,H1W,aF1
2.108114282684757,0.25,WW,aW
0.4644618090444615,0.0625,WW,aW
3.546311038257784,0.375,F1W,aW
1.3986251338437574,0.3125,F1W,aW
0.6344535666461564,0.0625,WW,aW
4.211601861628654,0.5,H1W,aF1
1.6205155102973,0.25,WW,aW
-0.5480704700160015,0.0625,WW,aW
1.0636745521292592,0.25,F1W,aW
1.4513912306787848,0.1875,WW,aW
1.6612545779501817,0.1875,WW,aW
1.2658251627198474,0.25,WW,aW
2.0289706607190894,0.25,WW,aW
2.122362034213534,0.25,WW,aW
2.747184060391511,0.4375,F1W,aW
2.6253349079757426,0.4375,F1W,aW
3.497176142536552,0.4375,WW,aW
2.19150221149279,0.125,WW,aW
2.9025293947499073,0.5,F1W,aW
1.665864848002447,0.1875,WW,aW
-0.10488607467086086,0.125,WW,aW
1.4038669048741612,0.1875,WW,aW
-0.17558026567747442,0.0,WW,aW
3.7872623640944085,0.5,H1W,aF1
0.4186878531504521,0.125,WW,aW
0.28760828804695393,0.1875,WW,aW
4.384369203666247,0.5,H1W,aF1
2.886985415448439,0.5,H1W,aF1
2.1752729514238522,0.25,F1W,aW
2.3094661032283357,0.3125,F1W,aW
2.8802763838087158,0.5,F1F1,aW
5.415221808161915,0.75,H1F1,aF1
1.3265765257692002,0.3125,F1W,aW
2.4195125694618675,0.3125,F1W,aW
0.9133010494105704,0.125,WW,aW
4.4352213736926025,0.5,H1W,aF1
1.4264226203496895,0.1875,WW,aW
1.4279803803731363,0.125,WW,aW
3.1437894481973663,0.4375,F1W,aW
0.513647035947988,0.25,F1W,aW
1.15834326404568,0.0625,WW,aW
1.3329308718539123,0.1875,WW,aW
3.552726495752099,0.5,F1F1,aW
-0.16801099218115906,0.0625,WW,aW
1.5227825590356534,0.3125,F1W,aW
3.139291187142428,0.5,H1W,aF1
1.238518234881974,0.1875,WW,aW
0.5706945632860905,0.0,WW,aW
4.249856478049165,0.75,H1F1,aF1
1.959860666531088,0.125,WW,aW
1.9778187872663038,0.4375,F1W,aW
0.9730597999357945,0.1875,WW,aW
4.944506613569164,0.6875,H1W,aF1
1.5114025476756447,0.25,WW,aW
3.395720204792608,0.5,F1F1,aW
2.6235430660125725,0.375,F1W,aW
1.267559059821028,0.25,F1W,aW
3.195376067555553,0.5,H1W,aF1
0.7002298490998815,0.125,WW,aW
1.5344723082257163,0.125,WW,aW
-0.3396720369904789,0.0,WW,aW
1.9067129851114388,0.1875,WW,aW
2.0265268201822675,0.0625,WW,aW
1.2365835132160878,0.125,WW,aW
3.403265526650797,0.5625,F1F1,aW
0.6102504937326455,0.125,WW,aW
0.6442090549942314,0.1875,WW,aW
-1.468874885783909,0.0,WW,aW
0.4733257355620171,0.0625,WW,aW
-0.040592375187827365,0.0625,WW,aW
3.695977264028029,0.5625,WH,aW
3.075060962722376,0.5625,H1W,aF1
0.8946246425803626,0.0625,WW,aW
0.30560235836878524,0.0625,WW,aW
0.7421679808613072,0.125,WW,aW
1.8373196320508631,0.3125,F1W,aW
1.4736597518754748,0.3125,WW,aW
1.5137109827463404,0.3125,WW,aW
1.445338934462888,0.1875,WW,aW
0.905350427234726,0.125,WW,aW
0.5917876847143388,0.125,WW,aW
-0.4751380106600654,0.0625,WW,aW
-0.19140033995614658,0.125,WW,aW
-0.2204207593817995,0.0,WW,aW
1.235198233076605,0.125,WW,aW
3.132942259977302,0.375,WW,aW
4.290836552020786,0.625,WH,aW
2.3484091922782344,0.3125,F1W,aW
4.809242005894601,0.75,H1W,aF1
1.9347013324782418,0.3125,WW,aW
-0.4715740667100654,0.0625,WW,aW
2.891926949452531,0.4375,F1W,aW
0.39310149824759966,0.0,WW,aW
0.4667015290426051,0.1875,WW,aW
-0.015764740567708803,0.0,WW,aW
0.9153638897270991,0.0,WW,aW
0.901168368380569,0.0625,WW,aW
1.1064906039537157,0.125,WW,aW
4.9662504056803005,0.625,H1W,aF1
0.05448939842427489,0.25,F1W,aW
2.668777187572576,0.25,F1W,aW
2.017181166710034,0.25,WW,aW
1.8293963942270843,0.375,F1W,aW
4.772687665373361,0.625,H1W,aF1
2.3462260481650463,0.3125,F1W,aW
3.537934633458192,0.5625,H1W,aF1
2.9629107768593492,0.375,F1W,aW
2.3667163460599485,0.25,WW,aW
0.7017938397861875,0.0625,WW,aW
5.595020415264894,0.75,H1F1,aF1
1.8131260607605761,0.3125,F1W,aW
3.278605791652531,0.5,H1W,aF1
3.0550854655833737,0.25,F1W,aW
1.484288185667868,0.3125,F1W,aW
5.872440534674489,1.0,H1H1,aH
0.6866287889902023,0.125,WW,aW
0.10528296609493115,0.1875,WW,aW
2.415473468081556,0.3125,F1W,aW
0.31513604084337643,0.0,WW,aW
2.3151486335580236,0.5,H1W,aF1
3.452987855194591,0.625,H1W,aF1
2.4046793094404344,0.3125,WW,aW
0.4566202124295198,0.125,WW,aW
0.6156963329533691,0.1875,WW,aW
3.3098796006110316,0.5625,F1F1,aW
0.7392818089352181,0.0625,WW,aW
2.830229988079929,0.5625,F1W,aW
1.9563414073742575,0.125,WW,aW
-1.1485568275235623,0.0,WW,aW
2.3623755091998886,0.375,F1W,aW
1.1611799258812148,0.25,F1W,aW
-0.006946161712367671,0.0,WW,aW
-0.44409863330680815,0.125,WW,aW
2.8233803128969046,0.5,H1W,aF1
3.459816751736263,0.5,H1W,aF1
4.324565447640624,0.4375,F1W,aW
0.7753529466055648,0.125,WW,aW
-0.2819643179097645,0.0625,WW,aW
1.769638677240224,0.375,F1W,aW
2.505144734720401,0.5,H1W,aF1
0.9580208323655603,0.0625,WW,aW
2.439550454092105,0.375,WW,aW
0.0483334582135333,0.125,WW,aW
3.2635774518054204,0.5625,WH,aW
1.6951737953509298,0.1875,WW,aW
3.7588665124475016,0.6875,H1W,aF1
1.9565949721006919,0.375,F1W,aW
0.21705918608449762,0.0,WW,aW
0.9111572169486915,0.25,F1W,aW
3.2295338078672593,0.5,H1W,aF1
1.336039747428019,0.25,F1W,aW
1.8691984211742985,0.375,F1W,aW
1.1901690653858537,0.125,WW,aW
2.6488150486597544,0.5,F1W,aW
2.3385561024604797,0.5,H1W,aF1
0.8656742040033856,0.125,WW,aW
1.320014029803039,0.0625,WW,aW
-0.18872317353810952,0.0625,WW,aW
7.184214024936065,1.0,H1H1,aH
1.8700167582254157,0.3125,F1W,aW
3.704840308905921,0.625,F1F1,aW
1.031511356092894,0.25,F1W,aW
1.3563155437220902,0.3125,WW,aW
1.6586394372318407,0.1875,WW,aW
0.8094691335158388,0.125,WW,aW
1.2142260652082881,0.25,WW,aW
0.2800448200375661,0.125,WW,aW
4.152167156240373,0.5625,H1W,aF1
3.7983850425154886,0.625,H1W,aF1
0.40055156082329274,0.125,WW,aW
0.9342995694893158,0.125,WW,aW
1.122125856335072,0.25,F1W,aW
2.6811951808008305,0.5,H1W,aF1
0.8858107169338697,0.25,F1W,aW
0.9469521764481175,0.0625,WW,aW
1.76530535212372,0.4375,F1W,aW
0.37911080755008186,0.0625,WW,aW
-0.32238695080121216,0.1875,WW,aW
3.9754834877697647,0.75,H1F1,aF1
0.20239929828127465,0.0625,WW,aW
-0.22728692656526317,0.0,WW,aW
1.486677168783264,0.0625,WW,aW
0.660150640116391,0.1875,WW,aW
0.9113951744603195,0.25,F1W,aW
0.1952078072172423,0.125,WW,aW
1.0471259478937818,0.125,WW,aW
3.2159417840460716,0.5,F1W,aW
2.8039130609611864,0.3125,WW,aW
2.7287668146077633,0.5625,F1F1,aW
1.6071280600317506,0.0625,WW,aW
0.647048730439913,0.25,WW,aW
2.641090777570257,0.3125,F1W,aW
4.906830091504112,0.625,H1W,aF1
3.046632146982676,0.5625,F1F1,aW
-0.6884476445111773,0.0,WW,aW
1.3522054317174184,0.1875,WW,aW
4.610638017405922,0.625,H1W,aF1
2.6343067047230493,0.3125,F1W,aW
1.1015608416813172,0.125,WW,aW
3.0905380479933813,0.4375,F1W,aW
1.2650292825444052,0.25,WW,aW
2.62961178050964,0.5,F1W,aW
0.39118081369153224,0.125,WW,aW
3.3469963266037097,0.5,H1W,aF1
3.797321145465129,0.6875,H1W,aF1
3.879168379593558,0.5625,F1F1,aW
0.13054171617601174,0.0625,WW,aW
2.307507027195746,0.375,F1W,aW
0.6195480262592649,0.3125,F1W,aW
3.57853172838994,0.625,F1F1,aW
1.4125828349002019,0.25,F1W,aW
3.3910810656330774,0.125,WW,aW
3.2476561177294134,0.5,H1W,aF1
1.2126893561179848,0.125,WW,aW
2.3567036823521677,0.375,WW,aW
2.9924976857342585,0.625,H1W,aF1
4.677316997175739,0.75,H1F1,aF1
2.433930028930296,0.25,WW,aW
0.5237443146093901,0.125,WW,aW
-0.22575294159159243,0.0,WW,aW
0.5927806002589401,0.125,WW,aW
2.5052920482537813,0.375,F1W,aW
-0.007370433231277951,0.125,WW,aW
0.8323239179770099,0.0,WW,aW
0.5906033347823549,0.0625,WW,aW
1.768823391264904,0.4375,WW,aW
0.19819182581467848,0.0,WW,aW
3.5517691015782065,0.5,F1W,aW
0.89148837140924,0.25,WW,aW
1.555424590254423,0.25,WW,aW
1.510743647209746,0.3125,WW,aW
4.382227784445728,0.375,WW,aW
1.6932838358436748,0.4375,F1W,aW
2.1039980401082756,0.1875,WW,aW
0.5445145212572003,0.0,WW,aW
2.3256313629528047,0.25,F1W,aW
1.0290613748559665,0.125,WW,aW
3.0274497623948955,0.5,H1W,aF1
0.815557177894529,0.0625,WW,aW
1.2386199301433163,0.1875,WW,aW
-0.2654049662037474,0.0,WW,aW
3.938853884597261,0.625,H1W,aF1
2.5158431805028605,0.25,F1W,aW
4.005109207437937,0.625,H1W,aF1
2.9539881512111785,0.5,F1F1,aW
2.183404795084704,0.375,F1W,aW
0.5444185251437355,0.0625,WW,aW
0.3687908538448557,0.125,WW,aW
4.9115200528864165,0.625,H1W,aF1
3.3839906896340075,0.5625,H1W,aF1
4.54669757357888,0.5,H1W,aF1
3.1307600256312598,0.4375,F1W,aW
0.08988215655834104,0.0625,WW,aW
3.402246034984792,0.375,WW,aW
3.21761443062943,0.375,WW,aW
0.7801387407745648,0.125,WW,aW
0.5141110038768327,0.125,WW,aW
4.135611402013828,0.5625,F1F1,aW
0.5709945618014077,0.0,WW,aW
4.105858410238402,0.5625,H1W,aF1
6.602163278249228,1.0,H1H1,aH
0.7502870607005446,0.25,F1W,aW
2.0821868117377003,0.375,WW,aW
0.7756434778176511,0.3125,F1W,aW
0.9328116563037124,0.1875,WW,aW
2.239592401797229,0.375,F1W,aW
1.9006749406386685,0.3125,F1W,aW
5.029289520153263,0.75,H1F1,aF1
-0.21882996685195644,0.125,WW,aW
-0.2610436864861432,0.125,WW,aW
0.26904240528269446,0.0,WW,aW
2.2792225655723044,0.25,WW,aW
2.0575065702680755,0.375,F1W,aW
4.109483031437984,0.5,H1W,aF1
-0.20059738858707354,0.1875,WW,aW
-0.45804263087801467,0.0625,WW,aW
0.8331390894493828,0.25,WW,aW
0.7383893967799482,0.1875,WW,aW
4.658462087165328,0.6875,H1W,aF1
2.081254014681978,0.25,F1W,aW
3.4053739585397604,0.5,F1F1,aW
4.879910647771852,0.625,F1F1,aW
0.925532629003941,0.0625,WW,aW
2.0935918730772216,0.3125,F1W,aW
1.2551940476485925,0.125,WW,aW
0.3681714527785115,0.0,WW,aW
0.760744910945268,0.125,WW,aW
3.440620901033203,0.625,H1W,aF1
0.6374861725173332,0.125,WW,aW
4.174707228946729,0.5,H1W,aF1
2.958080259599932,0.375,F1W,aW
1.2486832695960308,0.125,WW,aW
2.0342442035303794,0.1875,WW,aW
3.8748908127178305,0.5,H1W,aF1
3.096902764828886,0.5,H1W,aF1
6.325396054528136,0.9375,H1F1,aF1
2.6694712895994313,0.5,H1W,aF1
1.482169131865899,0.1875,WW,aW
0.8603408327178617,0.1875,WW,aW
5.18918005324494,0.75,H1F1,aF1
2.377177276023575,0.3125,F1W,aW
-0.10858860332417652,0.0625,WW,aW
0.7000963540373987,0.1875,WW,aW
0.626984126921273,0.0625,WW,aW
0.32245429830405137,0.1875,WW,aW
0.7879201198547947,0.125,WW,aW
2.881147145816472,0.5,F1W,aW
0.30017420135369627,0.125,WW,aW
2.6076544158231445,0.4375,WW,aW
2.049385569450248,0.375,F1W,aW
1.4401985151572045,0.125,WW,aW
4.9423731756132305,0.6875,H1W,aF1
0.5766637585304843,0.25,F1W,aW
0.2767497905605786,0.0,WW,aW
2.177463276304827,0.5,F1W,aW
1.0153534666625135,0.3125,WW,aW
0.6274234380937853,0.25,WW,aW
1.6118461619584963,0.25,F1W,aW
3.753901677705426,0.5,H1W,aF1
4.689291497247677,0.625,H1W,aF1
0.27992853151584607,0.125,WW,aW
0.7403542834090995,0.1875,WW,aW
0.7535074498473859,0.125,WW,aW
0.7590331926863753,0.125,WW,aW
0.03627115491201982,0.0,WW,aW
3.918206378689866,0.5625,H1W,aF1
4.044640265213049,0.625,H1W,aF1
1.061735611805316,0.1875,WW,aW
0.8736602016011088,0.0,WW,aW
2.3475085602481394,0.25,WW,aW
1.5159701775066834,0.25,WW,aW
0.907588329066969,0.25,WW,aW
3.2616749409664036,0.5,H1W,aF1
-0.4668748705819651,0.0625,WW,aW
4.736615573378533,0.625,H1W,aF1
3.0498497374623588,0.5,H1W,aF1
0.48335215363791934,0.0625,WW,aW
1.2441938310200502,0.125,WW,aW
2.949684106536879,0.5,H1W,aF1
5.028785498614109,0.75,H1W,aF1
0.9449732532863242,0.1875,WW,aW
1.897031531750036,0.4375,F1W,aW
2.455477160397993,0.3125,F1W,aW
3.465715775128956,0.375,F1W,aW
2.2109736334096666,0.25,F1W,aW
3.089670990441772,0.5,H1W,aF1
-0.14418383825266973,0.0625,WW,aW
2.4406801663926196,0.375,F1W,aW
1.2355614498172613,0.125,WW,aW
4.28433830230643,0.5625,H1W,aF1
0.7947628662383651,0.25,WW,aW
2.379656881201927,0.3125,F1W,aW
3.8628273380621456,0.625,H1W,aF1
1.9961024032268029,0.3125,F1W,aW
4.404435934727446,0.5,H1W,aF1
3.407466856059647,0.5,H1W,aF1
1.3673650198162008,0.125,WW,aW
2.4217783299085935,0.4375,F1W,aW
1.1982571961946817,0.1875,WW,aW
4.209508737004074,0.5625,H1W,aF1
2.903072514825649,0.25,F1W,aW
4.3736175028243025,0.625,H1W,aF1
2.658410111087235,0.5,H1W,aF1
2.005979568181718,0.125,WW,aW
0.03421940201365753,0.0625,WW,aW
-0.17491345553829912,0.0625,WW,aW
2.6326113417245858,0.5,H1W,aF1
1.4216094416705989,0.3125,F1W,aW
2.5779087919649273,0.5625,H1W,aF1
1.2766759983978446,0.125,WW,aW
0.4210360436486443,0.0625,WW,aW
2.0179926080291155,0.3125,F1W,aW
3.938067894984427,0.5,H1W,aF1
0.7402392020886517,0.1875,WW,aW
-0.5559301844229514,0.0625,WW,aW
1.2797925855629249,0.0625,WW,aW
2.3377772761226305,0.25,WW,aW
1.638958190408012,0.375,F1W,aW
2.8150214266003135,0.5,F1W,aW
0.7931975717966182,0.0,WW,aW
3.9273681370225724,0.5,WW,aW
-0.009937052229841425,0.0,WW,aW
0.025393350802753012,0.0625,WW,aW
1.177229599543602,0.125,WW,aW
1.1916242166987216,0.0625,WW,aW
-0.41217632098819557,0.0,WW,aW
1.2116223778213042,0.0,WW,aW
0.9051806199160223,0.3125,F1W,aW
1.4231756730010072,0.125,WW,aW
0.1564369002157372,0.125,WW,aW
4.289792266044256,0.75,H1F1,aF1
1.7616154426508386,0.1875,WW,aW
4.325011632408286,0.75,H1F1,aF1
5.464218182330254,0.75,H1F1,aF1
0.8444756280069795,0.125,WW,aW
0.89349189281305,0.125,WW,aW
0.3867233568225599,0.125,WW,aW
1.994099142345959,0.25,WW,aW
2.5037878685479873,0.5,H1W,aF1
4.760950125403965,0.625,H1W,aF1
3.9753977883863496,0.5,F1F1,aW
2.380201184948294,0.25,F1W,aW
3.1203630642818387,0.5,H1W,aF1
1.5467765927020758,0.25,WW,aW
4.131281148023845,0.5,H1W,aF1
3.9112725486500257,0.5,H1W,aF1
0.804595055313485,0.0,WW,aW
4.202870812028422,0.5625,H1W,aF1
3.232301952214952,0.25,F1W,aW
2.133314405207006,0.5625,F1W,aW
2.822332192332912,0.375,F1W,aW
2.210144751892574,0.25,WW,aW
0.5576526579954505,0.125,WW,aW
3.841706928665691,0.5,H1W,aF1
1.2199854144480948,0.0,WW,aW
4.135334210137598,0.625,H1W,aF1
1.5678427630494292,0.1875,WW,aW
0.7180801048867436,0.0625,WW,aW
0.26215034641360535,0.0,WW,aW
1.0076190246692924,0.125,WW,aW
2.410873228704934,0.375,F1W,aW
4.204762365763036,0.6875,H1W,aF1
-0.9629171447468359,0.0625,WW,aW
1.5928003865077898,0.25,WW,aW
0.47723422315179737,0.0625,WW,aW
4.380736719694319,0.5,F1W,aW
2.4583501665167344,0.5,H1W,aF1
3.3029284772000964,0.5625,F1F1,aW
3.168749897057991,0.5,H1W,aF1
0.4585659304768439,0.125,WW,aW
2.734818438802612,0.5625,F1W,aW
0.5910601347336313,0.0625,WW,aW
2.0718623573162747,0.5,H1W,aF1
4.9482497198778725,0.625,H1W,aF1
0.42940544573285283,0.0625,WW,aW
2.2669799414821497,0.5,H1W,aF1
0.5537905765821205,0.25,WW,aW
-0.0668103363065975,0.0625,WW,aW
1.1906627774152576,0.25,WW,aW
2.959802334460021,0.5,H1W,aF1
1.293871910124047,0.1875,WW,aW
-0.4171618130421142,0.0,WW,aW
0.633867117469387,0.1875,WW,aW
0.6756793429074797,0.25,F1W,aW
1.4871480676770008,0.125,WW,aW
4.033952959916108,0.625,F1F1,aW
1.9560140371510495,0.3125,F1W,aW
2.303634507546778,0.375,WW,aW
0.9644251301171479,0.25,F1W,aW
1.687886515741676,0.1875,WW,aW
3.278751328394782,0.375,WW,aW
1.3283823426993204,0.3125,F1W,aW
1.6917199693246932,0.25,F1W,aW
0.8489570175919153,0.125,WW,aW
2.429252334932685,0.5625,H1W,aF1
0.7837849350012629,0.25,WW,aW
2.5736483375598427,0.375,WW,aW
0.8210838050350593,0.0,WW,aW
2.360732434502668,0.1875,WW,aW
0.5096072085524778,0.0625,WW,aW
0.014387819647919964,0.0625,WW,aW
0.82207130309749,0.0,WW,aW
1.3630033674430613,0.1875,WW,aW
1.8250287555480402,0.375,F1W,aW
1.945986865276357,0.25,WW,aW
3.571379242880072,0.5625,H1W,aF1
2.434054209749307,0.375,F1W,aW
-0.7251049258665441,0.1875,WW,aW
0.19948684892390156,0.1875,WW,aW
3.5614209352089463,0.25,F1W,aW
3.9675958776684856,0.5625,H1W,aF1
0.4910854393859315,0.0,WW,aW
3.2634528461267163,0.5625,H1W,aF1
4.29042705816719,0.625,H1W,aF1
0.8163591935541404,0.125,WW,aW
1.101445285781381,0.125,WW,aW
0.2869858613603805,0.0625,WW,aW
3.292296916135081,0.5,H1W,aF1
0.1933456336055715,0.0,WW,aW
3.423438937560487,0.4375,F1W,aW
1.900781694167187,0.375,F1W,aW
2.284590747116361,0.1875,WW,aW
2.9282678439518977,0.5,H1W,aF1
0.8267052984911949,0.1875,WW,aW
-0.781386384354066,0.0,WW,aW
1.176318198925065,0.125,WW,aW
1.57762692898307,0.1875,WW,aW
0.7561061161141078,0.125,WW,aW
5.208034682907466,0.75,H1F1,aF1
0.5634761610092305,0.125,WW,aW
1.4590843598020216,0.25,F1W,aW
1.6021779641795524,0.1875,WW,aW
2.0446718363205387,0.1875,WW,aW
-1.291065998660275,0.0,WW,aW
4.142334964350693,0.5625,H1W,aF1
1.814461838112092,0.3125,F1W,aW
0.061215235378913824,0.0625,WW,aW
-0.031809194906475935,0.125,WW,aW
0.4194182636611298,0.125,WW,aW
0.745446722686133,0.0,WW,aW
2.5052312126959486,0.375,F1W,aW
2.1722438564108675,0.4375,F1W,aW
3.5629366858475056,0.5625,H1W,aF1
2.3852740720170633,0.25,WW,aW
0.9182411827871377,0.125,WW,aW
1.6945474461369636,0.1875,WW,aW
1.5846116719269503,0.375,F1W,aW
3.228012095780845,0.5,H1W,aF1
2.3224469507112406,0.3125,F1W,aW
1.615517472281984,0.375,F1W,aW
1.0218086581594363,0.1875,WW,aW
1.185475396666246,0.1875,WW,aW
1.4487133967823096,0.3125,F1W,aW
3.1164344039715286,0.5,F1F1,aW
1.4035823820023439,0.1875,WW,aW
1.1250607360922817,0.1875,WW,aW
2.249522681885386,0.25,F1W,aW
0.34458327412946227,0.125,WW,aW
2.3888025073764476,0.25,WW,aW
0.4648367856866255,0.125,WW,aW
0.4067971794025931,0.125,WW,aW
1.8340800025375226,0.1875,WW,aW
2.174451256236016,0.3125,WW,aW
2.644824064017889,0.3125,F1W,aW
0.22469942427333606,0.0625,WW,aW
-0.3463419999628604,0.0625,WW,aW
1.9978050772882712,0.25,F1W,aW
1.0956660707044505,0.3125,WW,aW
0.10175317235267242,0.125,WW,aW
1.980750935371972,0.5,F1F1,aW
3.88758746660401,0.625,H1W,aF1
0.1239705928913681,0.0625,WW,aW
1.6974821521192125,0.25,F1W,aW
2.1829864161463255,0.3125,F1W,aW
2.5531084016679193,0.5,F1W,aW
0.5811061218803696,0.0,WW,aW
3.6736527412496645,0.6875,H1W,aF1
1.165381075685306,0.25,WW,aW
1.7567270347320483,0.375,F1W,aW
0.7772150294495367,0.3125,WW,aW
0.31996671569529045,0.25,WW,aW
3.3454746716177843,0.5,H1W,aF1
3.6077833498380985,0.375,F1W,aW
-0.6528793058540974,0.0625,WW,aW
0.3504776739713345,0.0625,WW,aW
4.586799503170966,0.625,H1W,aF1
2.961936303609562,0.5625,F1W,aW
0.7412300458535888,0.3125,WW,aW
0.13037933651467254,0.0625,WW,aW
-0.6617161937388123,0.0625,WW,aW
1.4867300604607536,0.25,WW,aW
1.3830868207686913,0.1875,WW,aW
2.0303506166066234,0.375,F1W,aW
5.905634928226522,0.75,H1F1,aF1
-0.17070814703920642,0.0625,WW,aW
1.2407051853693274,0.1875,WW,aW
3.9431715487956827,0.5,H1W,aF1
0.5395027553666318,0.25,WW,aW
2.668443151446998,0.3125,F1W,aW
0.3450326061784502,0.125,WW,aW
2.230679075903525,0.3125,WW,aW
3.231658246217656,0.375,F1W,aW
4.477251826834644,0.5,F1W,aW
3.70925847620507,0.625,H1W,aF1
2.5869922120398936,0.3125,F1W,aW
2.4525723910817994,0.4375,F1W,aW
0.7396013078906025,0.125,WW,aW
1.8446084556767812,0.3125,F1W,aW
0.056078064185135695,0.0,WW,aW
-0.318975786784986,0.125,WW,aW
1.6980630971742292,0.1875,WW,aW
0.8697760148673992,0.0625,WW,aW
1.3578228553360354,0.25,WW,aW
0.24478447997498504,0.0,WW,aW
3.55874142883973,0.5625,F1F1,aW
0.47137945898569816,0.0625,WW,aW
0.39831502328113405,0.1875,WW,aW
1.412478941090292,0.3125,F1W,aW
1.3061538897387917,0.1875,WW,aW
1.8223701099941698,0.375,F1W,aW
3.184254462380591,0.5,H1W,aF1
1.0139434691342903,0.25,WW,aW
2.201622714325246,0.25,F1W,aW
2.9093740310803007,0.5,H1W,aF1
1.5138619308235535,0.1875,WW,aW
2.180195634277513,0.375,F1W,aW
-0.10383168764314143,0.0625,WW,aW
2.66943529199698,0.375,F1W,aW
2.269206903277281,0.3125,F1W,aW
-0.430145007193243,0.0625,WW,aW
1.8951799172602641,0.1875,WW,aW
1.5187700951355807,0.125,WW,aW
2.147981065104329,0.1875,WW,aW
0.8240011405644417,0.1875,WW,aW
0.5390884171888648,0.0,WW,aW
3.1982748691277965,0.5,H1W,aF1
