"","y","N","m","z","n1","n2","n3"
"1",0.222833353599497,1.04354284950862,0,-0.0170380987401396,100,0,0
"2",0.0389071940876733,1.29678547563823,0,-0.00424507546498366,100,0,0
"3",-0.220001248922776,1.09802346402859,0,-0.0102754492725475,100,0,0
"4",0.0700553384869222,0.971782212058554,0,0.0286482237299409,100,0,0
"5",0.0815356181495456,1.35786836807868,0,0.0280312568066791,100,0,0
"6",-0.0388001494265259,0.919716468162873,0,-0.0749968497662378,100,0,0
"7",0.176319238119468,1.43235217629513,0,0.0453680087711417,100,0,0
"8",-0.342526259953362,0.835237168121592,0,0.146304793200425,100,0,0
"9",-0.355959180841998,0.570801486641053,0,0.103346543032258,100,0,0
"10",-0.0316787474117485,0.647353540349435,0,-0.00536762421834051,100,0,0
"11",0.0165112662950488,0.595781245152509,0,0.0412271297865315,100,0,0
"12",0.270342990202515,0.939604269517605,0.05,0.28532394406196,100,0,0
"13",0.0215272830269846,0.948996904033062,0.1,0.520457611195849,93,7,0
"14",0.00885591891636185,1.02935905994837,0.15,0.885675936461086,88,12,0
"15",-0.124587233742324,1.299431496507,0.2,1.33107540853011,72,28,0
"16",-0.371577562069315,1.05001196958553,0.2,1.64122188267166,72,27,1
"17",-0.185185172058352,1.20766102403891,0.2,1.79984418102858,73,27,0
"18",-0.363545176984138,1.00454102118534,0.2,2.03880043874391,77,22,1
"19",-0.118832607295151,1.25423798898177,0.2,2.06481625980468,71,26,3
"20",-0.110156034939595,1.00843348585296,0.2,2.13078757465476,74,24,2
"21",-0.50441534792154,0.801004231173886,0.2,2.29769943073364,77,21,2
"22",-0.430766991136392,0.890918567015417,0.2,2.47687982972448,72,27,1
"23",-0.272631835401332,0.835858156280203,0.2,2.55366064609961,69,28,3
"24",-0.0224417284273386,1.04597073428317,0.2,2.53113507064553,63,33,4
"25",-0.543722706322008,0.720571220090579,0.2,2.57237579068968,73,25,2
"26",-0.460763177178951,0.68348512206541,0.2,2.6635810841209,69,30,1
"27",-0.426762697949369,0.541552841344014,0.2,2.78823014687777,58,38,4
"28",-0.628380471667588,0.644435285369905,0.2,2.95498437485792,50,41,9
"29",-0.6038023078211,0.449797695724857,0.2,3.08220751589595,53,39,8
"30",-0.885416075906615,0.396340896922182,0.2,3.27847029229089,42,52,6
"31",-0.57669469886248,0.196198921758498,0,2.72857836512316,30,52,18
"32",-0.606132313981701,0.127395218139538,0,2.22307567427015,100,0,0
"33",0.00512043937605733,0.123805663643754,0,1.85041380751729,100,0,0
"34",0.0519663237046437,0.127017410800729,0,1.43753105471635,100,0,0
"35",-0.0199830611024251,0.12704412509489,0,1.1237061981847,100,0,0
"36",0.302761987690574,0.199436662249093,0,0.963183675633908,100,0,0
"37",0.204350058461726,0.220939536915064,0,0.77031039665056,100,0,0
"38",-0.0533969290357842,0.196726161334743,0,0.549109435645104,100,0,0
"39",0.0274633059210693,0.229469933875134,0,0.475763527100074,100,0,0
"40",0.0198751006121092,0.264549193389599,0,0.382938221500316,100,0,0
