"","y","N","m","z","n1","n2","n3"
"1",-0.0314116864001512,0.871567899430145,0,0.0223528299170724,100,0,0
"2",-0.0300330726205816,0.941939849405503,0,-0.0166804280079244,100,0,0
"3",-0.0700060827995478,0.887116961025524,0,-0.0375994525502474,100,0,0
"4",-0.0817032252983677,0.855281462202239,0,-0.0117285197868368,100,0,0
"5",0.120201735023548,0.995481893544248,0,0.06451861459785,100,0,0
"6",0.00825324403137417,0.9608540153853,0,0.0981098596176255,100,0,0
"7",-0.0832441978767828,0.871492827448786,0,0.104358743326287,100,0,0
"8",0.155711590874887,1.0214020176727,0,0.125198563401986,100,0,0
"9",-0.0388041580714017,0.935203512955982,0,0.101396015786018,100,0,0
"10",-0.0866464330292797,0.900838752167637,0,0.0927293221777223,100,0,0
"11",0.0131848704855944,0.9057415266051,0,0.141844193502484,100,0,0
"12",-0.0238638126790193,1.00893332516159,0.05,0.306061711536533,100,0,0
"13",-0.0496020720358124,1.00984983791621,0.1,0.562415666678894,93,7,0
"14",-0.0303076756526758,1.02677143595634,0.15,0.979163667269321,87,13,0
"15",-0.0991066729715489,1.2835528607533,0.2,1.36974536744694,78,22,0
"16",-0.260732821966323,1.05993973829313,0.2,1.6855150840917,81,17,2
"17",-0.265457863089043,1.12288118602109,0.2,1.77182885555335,80,19,1
"18",-0.361031925051072,0.933577024492441,0.2,2.03215232209245,76,23,1
"19",-0.226536475190966,1.04709535423187,0.2,2.17388171759779,76,23,1
"20",-0.650664432205813,0.682491828374821,0.2,2.46112477973485,69,30,1
"21",-0.291473555605734,0.729833674917528,0.2,2.57906182020692,67,24,9
"22",-0.572627530983066,0.596487082080581,0.2,2.72853066816763,61,36,3
"23",-0.525311229019004,0.533272998886053,0.2,2.87076236048887,54,39,7
"24",-0.585654082699043,0.518243280034041,0.2,3.00825940501509,51,42,7
"25",-0.732961803171277,0.4123408518867,0.2,3.19075323238607,43,45,12
"26",-0.718819814166721,0.394246020819979,0.2,3.30532147772408,38,41,21
"27",-0.779709867006479,0.374633363911082,0.2,3.43064493526286,33,50,17
"28",-0.894314058619233,0.344018241321882,0.2,3.47311825569912,33,43,24
"29",-0.848765183380473,0.360628106589232,0.2,3.51415882328713,19,56,25
"30",-0.779818630335004,0.398768125768553,0.2,3.49764870582611,27,48,25
"31",-0.91642250354227,0.148993648871242,0,2.89429323753289,23,50,27
"32",-0.51244575414139,0.0837459446829597,0,2.48164588275328,100,0,0
"33",-0.357643176097486,0.066346909949511,0,2.04818408624293,100,0,0
"34",-0.0489929483371565,0.0571228703913954,0,1.72417840603961,100,0,0
"35",-0.0926983902310861,0.051394153151733,0,1.44137921694327,100,0,0
"36",0.0863169440801501,0.0529683069641602,0,1.25492051797974,100,0,0
"37",0.263152022136373,0.0752100329336294,0,1.00818655770287,100,0,0
"38",0.317932042373839,0.100630398474161,0,0.86338725508478,100,0,0
"39",0.0975114611904835,0.109193880954467,0,0.740206767485246,100,0,0
"40",0.168883944207175,0.135947892587277,0,0.569676024764475,100,0,0
