"","y","N","m","z","n1","n2","n3"
"1",-0.11751583182953,0.877227660191736,0,0.012672648677704,0,0,0
"2",-0.0474254956031085,0.736239362339474,0,-0.00124594135244665,0,0,0
"3",0.0219062671430139,0.868428151434917,0,-0.0539731744764454,0,0,0
"4",0.0417248867335527,0.89307850800893,0,-0.092057362664864,0,0,0
"5",-0.0983003639921141,0.834800590387031,0,-0.00454375676436106,0,0,0
"6",0.0610006790711994,0.983599296311409,0.025,0.0785555274571246,0,0,0
"7",0.0232333940439603,0.96360619806531,0.05,0.220320549684293,0,0,0
"8",-0.0100914920395265,1.13048270624406,0.075,0.369999393119429,0,0,0
"9",-0.252819787104294,0.939421752372646,0.1,0.434016331753349,0,0,0
"10",-0.0337088870262671,0.931849369374031,0.125,0.567958134075678,0,0,0
"11",-0.0330508604850731,1.16939260472427,0.15,0.627104703207206,0,0,0
"12",-0.0949261168020189,1.0938243012346,0.175,0.679760666802503,0,0,0
"13",0.0599001953856351,1.33856350939446,0.2,0.830857043695413,0,0,0
"14",-0.185389578087614,1.4469621901482,0.2,0.950737544893291,0,0,0
"15",-0.266477567754429,1.3837371333204,0.2,0.943208517000638,0,0,0
"16",-0.180872304567063,1.21460051650846,0.2,0.954635545591533,0,0,0
"17",-0.0520894540784139,1.44688046620368,0.2,1.01491864178564,0,0,0
"18",-0.170563362748759,1.46342999497434,0.2,1.02876775056447,0,0,0
"19",-0.0290944867233621,1.48882142716181,0.2,1.05086537812687,0,0,0
"20",-0.156210959860256,1.47632415508384,0.2,1.08114786345797,0,0,0
"21",-0.0697597452539855,1.57115909251711,0.2,1.05805175214146,0,0,0
"22",-0.254139841346234,1.48694587212936,0.2,1.01223036237845,0,0,0
"23",-0.311944192599037,1.25386894302134,0.2,0.933315126043653,0,0,0
"24",-0.0394458374588053,1.26810352905347,0,0.720905696456729,0,0,0
"25",-0.354136804082631,0.772981713956373,0,0.551598019075641,0,0,0
"26",0.0731072370269298,0.89283976964653,0,0.47795144098392,0,0,0
"27",-0.0366579022865123,0.895159218262135,0,0.505708211858917,0,0,0
