"","y","N","m","z","n1","n2","n3"
"1",0.0246391927523552,0.991513625653127,0,0.0126408128149673,50,0,0
"2",0.0110967392501151,1.10415750762532,0,0.0100545575339838,50,0,0
"3",-0.0339913302835111,0.971206025028251,0,0.0230961459514316,50,0,0
"4",-0.0156827258994061,0.996893065297367,0,0.041171124385008,50,0,0
"5",0.0342747251318577,1.02056384308159,0,0.0558802745989523,50,0,0
"6",0.0150005422908238,1.04349487748192,0,0.0186477475411267,50,0,0
"7",-0.0683171064105585,0.939126077787058,0,0.0270908405413027,50,0,0
"8",0.00450649756775396,0.985874730937238,0,0.0410830540700469,50,0,0
"9",-0.0390715547229376,0.977362233928425,0,0.137171803169538,50,0,0
"10",0.0365729579431943,0.975195593430156,0,0.146060465472297,50,0,0
"11",0.0570003951263929,1.04517430599046,0,0.147960849135133,50,0,0
"12",-0.00654026315521632,1.06217511540467,0.025,0.0731885232091677,50,0,0
"13",-0.0155901689639848,1.10737506278764,0.05,0.0659630629106275,46,4,0
"14",-0.123901614109754,1.0387284804096,0.075,0.219555736774645,44,6,0
"15",-0.0129635893143639,1.10204951239886,0.1,0.338599203871657,42,8,0
"16",0.0520541160251522,1.27859514935499,0.1,0.405987441328429,39,11,0
"17",-0.0284134157142828,1.31311664561582,0.1,0.524571717059602,44,5,1
"18",-0.0680911086685963,1.39958424217112,0.1,0.601412363888049,44,5,1
"19",-0.12917744722203,1.25653992378513,0.1,0.652450520745979,47,3,0
"20",-0.0925327793528741,1.31468420715159,0.1,0.711027065980418,47,3,0
"21",-0.12921786661445,1.24324239050282,0.1,0.71174592418654,43,7,0
"22",-0.156245966342363,1.11687513910962,0.1,0.711237597609368,44,6,0
"23",0.0542538370145569,1.26032965554913,0.1,0.763286893295017,42,7,1
"24",-0.0899232229365845,1.31287315609592,0.1,0.726127949270203,44,6,0
"25",-0.118612710332532,1.21736908671004,0.1,0.790015394793996,44,6,0
"26",-0.146503217622576,1.15529773336666,0.1,0.791364010277742,39,11,0
"27",-0.0819305317102689,1.16618303162383,0.1,0.881942679011151,43,7,0
"28",0.0327673749191858,1.30630275074239,0.1,0.878863179773541,37,13,0
"29",-0.211744023906469,1.20408132928678,0.1,0.864068227665117,45,5,0
"30",-0.0675241156258793,1.18145131882691,0.1,0.904108924065683,39,11,0
"31",-0.0809603349839505,1.18356767463826,0.1,0.971303639471441,43,7,0
"32",-0.0701316361381161,1.19674693562505,0.1,0.974844126010236,36,12,2
"33",-0.0569830917806054,1.31133794246729,0.1,0.908323970675069,45,4,1
"34",0.00801390346664254,1.2842731345516,0.1,0.966332695650415,46,4,0
"35",-0.1603441917425,1.30030038186706,0.1,0.984154673382729,46,4,0
