"","y","N","m","z","n1","n2","n3"
"1",0.227332964291217,1.25520068578293,0,-0.0292645972787712,50,0,0
"2",0.114950844206322,1.35104046226839,0,-0.0682032835070969,50,0,0
"3",-0.183849471867132,1.14786086652101,0,0.0474966277524571,50,0,0
"4",-0.0823271237632571,1.13665263504825,0,-0.000641376330528035,50,0,0
"5",-0.0507298571602985,0.994151535606047,0,-0.0572503211905437,50,0,0
"6",0.0474037326456523,1.07270975897945,0,-0.174109060111968,50,0,0
"7",-0.0309874841105169,1.00702008241462,0,-0.121003795437508,50,0,0
"8",-0.0756978629558966,0.986609094098309,0,-0.0401014610964168,50,0,0
"9",-0.0172116522576092,0.987435104965499,0,0.0452254342616246,50,0,0
"10",0.0632699624532399,1.14545842058876,0,0.124318695712437,50,0,0
"11",-0.133028610557494,0.91981645164622,0,0.0582896437921272,50,0,0
"12",0.233260374803727,1.23400237659727,0.025,0.0856565795491306,50,0,0
"13",0.159450188185536,1.44801836407419,0.05,0.228343632847731,49,1,0
"14",0.0838512349976647,1.56342422219217,0.075,0.161436994731138,48,2,0
"15",-0.277399315062348,1.31926125320546,0.1,0.221529339892255,48,2,0
"16",-0.0237334652462076,1.33944260922893,0.1,0.305795822810283,46,4,0
"17",-0.157251247035907,1.32081003022667,0.1,0.430900298057234,44,6,0
"18",-0.0404031898247293,1.25482710698101,0.1,0.452378469920789,43,6,1
"19",0.0792361667723643,1.53831357265951,0.1,0.488897747596179,41,9,0
"20",-0.170310712637856,1.44911639644345,0.1,0.431278236115222,46,4,0
"21",-0.045286538622612,1.4218476553796,0.1,0.44643860938829,44,6,0
"22",-0.289191396125817,1.27709038289245,0.1,0.441847183711784,44,6,0
"23",-0.0516979976574346,1.25328816282269,0.1,0.573557212937387,44,6,0
"24",-0.0250539194549227,1.23757244242226,0.1,0.504532027929944,44,6,0
"25",-0.15815073947592,1.17454182847853,0.1,0.533953413470355,44,6,0
"26",0.0253032476089629,1.30411633746343,0.1,0.58660374636655,43,7,0
"27",0.00980444853555329,1.46433965882944,0.1,0.576806464887175,42,7,1
"28",-0.0511496558626534,1.42707764350339,0.1,0.62471396776808,44,6,0
"29",-0.144585561571961,1.28800495013628,0.1,0.58025483103187,46,4,0
"30",0.0229997949313499,1.40124028321348,0.1,0.590235316464126,46,3,1
"31",-0.0628283041832536,1.53099395837257,0.1,0.523683906990555,37,13,0
"32",0.00835261717755053,1.53189449020191,0.1,0.578660157298045,43,7,0
"33",-0.160173833961597,1.48437713014356,0.1,0.550145323833086,46,3,1
"34",-0.275334269877414,1.26020545731446,0.1,0.535806508504704,47,3,0
"35",-0.0626528130648455,1.26476114202873,0.1,0.542635570987768,40,10,0
