"","y","N","m","z","n1","n2","n3"
"1",-0.0364395069278662,0.964216420545608,0,0,100,0,0
"2",0.0475845209269291,1.01120735103472,0,0,100,0,0
"3",-0.0217293725510216,0.989471458667622,0,0,100,0,0
"4",0.0601410532386546,1.0508051655957,0,0,100,0,0
"5",-0.115936816458238,0.935775088192494,0,0,100,0,0
"6",0.0539410157531408,0.987637939869337,0,0,100,0,0
"7",-0.110347378006661,0.884452487136649,0,0,100,0,0
"8",0.277666339051763,1.16751768129769,0,0,100,0,0
"9",-0.08211887349465,1.07547344817555,0,0,100,0,0
"10",-0.179284772261372,0.898953661143601,0,0,100,0,0
"11",0.082775262211548,0.976531248644139,0,0,100,0,0
"12",-0.0546141976353386,0.924628978596883,0,0,100,0,0
"13",-0.0907470969573621,0.844416161884115,0,0,100,0,0
"14",0.178405302833001,1.00933881686994,0,0,100,0,0
"15",-0.0726164495694427,0.938642149506695,0,0,100,0,0
"16",0.11386392526801,1.05184204470256,0,0,100,0,0
"17",-0.0337364593221412,1.01694851977908,0,0,100,0,0
"18",0.0269043713887131,1.04468026018963,0,0,100,0,0
"19",0.0227538331925917,1.06872323820603,0,0,100,0,0
"20",-0.08081977008396,0.985747473349241,0,0,100,0,0
"21",-0.0106211370779953,1.07533311835865,0.1,0.371977755702851,100,0,0
"22",0.082263587978676,1.26753428827183,0.1,0.601099310630905,81,18,1
"23",-0.167588795237368,1.17195567384757,0.1,0.799484031739141,93,7,0
"24",-0.0692045610992935,1.19359376864507,0.1,0.94554137737787,89,11,0
