"","y","N","m","z","n1","n2","n3"
"1",-0.00907947154907352,1.00288807572596,0,0.00472452951346276,100,0,0
"2",0.00581612015272563,0.99357760880442,0,0.0152084828671056,100,0,0
"3",-0.00130032447824513,0.98408306497224,0,0.0056998427909102,100,0,0
"4",0.00681036317183985,1.00657991136719,0,-0.00267937830774602,100,0,0
"5",-0.000679500518972395,0.992924020899339,0,-0.00101259312491521,100,0,0
"6",0.0100472058944698,1.02347517734776,0,0.00916125975729421,100,0,0
"7",0.00203513465671774,1.01144522016838,0,-0.00556451040203487,100,0,0
"8",0.00631408387920063,1.02415920222955,0,-0.00761408838661707,100,0,0
"9",0.00126075467167724,1.01503407093982,0,-0.0131380372342929,100,0,0
"10",0.0206308833903647,1.05037024295246,0,-0.0105791227861939,100,0,0
"11",-0.00830574296353348,1.24391481764777,0.2,-0.00252882668384157,100,0,0
"12",-0.020373820692799,1.4232019486897,0.2,0.0053440390467608,78,21,1
"13",-0.0447509791795366,1.55954236335479,0.2,0.00495941508745125,74,26,0
"14",-0.0508166858670136,1.65382470126912,0.2,0.00820054304795395,77,23,0
"15",-0.0619353105436618,1.79132033785398,0.2,0.0117156010608189,76,24,0
"16",-0.072637666871506,1.85538455601103,0.2,0.00888014085168925,79,19,2
"17",-0.0930923084655329,1.85220532340056,0.2,0.00433512520487957,88,12,0
"18",-0.0754814630538334,1.93006506751983,0.2,0.00421094892918012,77,22,1
"19",-0.09712715913445,1.99113700874611,0.2,-0.000219977050329616,81,18,1
"20",-0.0815837081360218,2.00773355568339,0.2,-0.00572760043355988,86,13,1
"21",-0.0945436809378989,2.02539278042233,0.2,0.00216301470897186,75,25,0
"22",-0.108412118843454,2.01857509332681,0.2,0.00280140945826084,80,19,1
"23",-0.108389896383207,2.04471796977854,0.2,-0.00198695422582984,87,13,0
"24",-0.112635570889691,2.00520828703249,0.2,-0.00765617932160861,88,10,2
"25",-0.125373781609019,1.96218921455884,0.2,-0.00565053866632811,83,15,2
"26",-0.0910854752577927,1.97801097379379,0.2,-0.00649300059125087,75,23,2
"27",-0.100359722885809,1.98641265646127,0.2,-0.00825395977232047,79,17,4
"28",-0.11292661771684,1.95730710419769,0.2,-0.00715928716466601,81,18,1
"29",-0.0953454510851388,2.01268925065962,0.2,-0.00753049553371013,83,17,0
"30",-0.107230385019119,1.98772794013959,0.2,-2.16899363672685e-05,79,19,2
